person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,loan_amnt_group,income_group,loan_to_income,loan_to_emp_length_ratio,int_rate_to loan_amnt_ratio
27,85000,MORTGAGE,11.0,PERSONAL,10000,7.49,0,0.12,N,8,18-30,medium,middle,0.11764705882352941,0.0011,0.000749
34,73000,MORTGAGE,6.0,PERSONAL,7500,15.99,1,0.1,Y,5,30-40,medium,middle,0.10273972602739725,0.0008,0.002132
31,85000,MORTGAGE,9.0,VENTURE,16000,10.99,0,0.19,Y,10,30-40,very large,middle,0.18823529411764706,0.0005625,0.000686875
34,85000,MORTGAGE,4.0,HOMEIMPROVEMENT,6500,9.63,0,0.08,N,7,30-40,medium,middle,0.07647058823529412,0.0006153846153846154,0.0014815384615384617
28,73200,RENT,2.0,PERSONAL,12000,8.9,0,0.16,N,10,18-30,large,middle,0.16393442622950818,0.00016666666666666666,0.0007416666666666667
27,73660,RENT,4.0,HOMEIMPROVEMENT,12000,14.18,0,0.16,N,7,18-30,large,middle,0.1629106706489275,0.0003333333333333333,0.0011816666666666666
27,74000,RENT,2.0,VENTURE,12000,12.18,0,0.16,N,6,18-30,large,middle,0.16216216216216217,0.00016666666666666666,0.001015
27,40000,RENT,2.0,EDUCATION,3000,7.4,0,0.07,N,9,18-30,small,low-middle,0.075,0.0006666666666666666,0.002466666666666667
27,40800,RENT,4.0,MEDICAL,3000,13.48,0,0.07,Y,5,18-30,small,low-middle,0.07352941176470588,0.0013333333333333333,0.0044933333333333336
28,85000,MORTGAGE,1.0,MEDICAL,5000,6.92,0,0.06,N,8,18-30,small,middle,0.058823529411764705,0.0002,0.001384
30,85000,MORTGAGE,0.0,HOMEIMPROVEMENT,18000,13.06,0,0.21,N,5,30-40,very large,middle,0.21176470588235294,0.0,0.0007255555555555556
28,41000,RENT,0.0,VENTURE,3000,11.11,0,0.07,N,6,18-30,small,low-middle,0.07317073170731707,0.0,0.003703333333333333
31,35000,RENT,1.0,VENTURE,3000,14.74,1,0.09,Y,9,30-40,small,low-middle,0.08571428571428572,0.0003333333333333333,0.004913333333333334
32,41000,RENT,17.0,MEDICAL,3000,10.99,0,0.07,Y,7,30-40,small,low-middle,0.07317073170731707,0.005666666666666667,0.0036633333333333335
35,85000,MORTGAGE,0.0,PERSONAL,12000,10.0,0,0.14,N,5,30-40,large,middle,0.1411764705882353,0.0,0.0008333333333333334
28,85000,MORTGAGE,3.0,DEBTCONSOLIDATION,20000,9.62,0,0.24,N,5,18-30,very large,middle,0.23529411764705882,0.00015,0.000481
29,42000,RENT,5.0,MEDICAL,3000,12.69,0,0.07,N,5,18-30,small,low-middle,0.07142857142857142,0.0016666666666666668,0.00423
31,85000,MORTGAGE,15.0,PERSONAL,4500,6.54,0,0.05,N,6,30-40,small,middle,0.052941176470588235,0.0033333333333333335,0.0014533333333333334
32,42000,RENT,4.0,MEDICAL,3000,7.49,0,0.07,N,10,30-40,small,low-middle,0.07142857142857142,0.0013333333333333333,0.0024966666666666666
29,85000,MORTGAGE,12.0,PERSONAL,25000,9.25,0,0.29,N,10,18-30,very large,middle,0.29411764705882354,0.00048,0.00037
27,36000,RENT,4.0,HOMEIMPROVEMENT,3000,15.62,1,0.08,N,7,18-30,small,low-middle,0.08333333333333333,0.0013333333333333333,0.005206666666666667
35,36000,RENT,2.0,PERSONAL,3000,10.99,1,0.08,N,10,30-40,small,low-middle,0.08333333333333333,0.0006666666666666666,0.0036633333333333335
29,85000,MORTGAGE,9.0,VENTURE,20000,10.38,0,0.24,N,9,18-30,very large,middle,0.23529411764705882,0.00045,0.000519
27,85000,OWN,6.0,VENTURE,20000,7.88,0,0.24,N,6,18-30,very large,middle,0.23529411764705882,0.0003,0.000394
33,85000,MORTGAGE,0.0,DEBTCONSOLIDATION,5000,13.61,0,0.06,Y,7,30-40,small,middle,0.058823529411764705,0.0,0.002722
27,85000,OWN,2.0,VENTURE,10000,13.23,0,0.12,N,7,18-30,medium,middle,0.11764705882352941,0.0002,0.001323
27,37000,OWN,1.0,VENTURE,16750,15.33,0,0.45,Y,10,18-30,very large,low-middle,0.4527027027027027,5.9701492537313435e-05,0.000915223880597015
28,42000,RENT,4.0,MEDICAL,3000,10.25,0,0.07,N,10,18-30,small,low-middle,0.07142857142857142,0.0013333333333333333,0.003416666666666667
27,42000,RENT,2.0,EDUCATION,3000,8.94,0,0.07,N,5,18-30,small,low-middle,0.07142857142857142,0.0006666666666666666,0.00298
27,42000,RENT,1.0,VENTURE,3000,11.83,0,0.07,N,5,18-30,small,low-middle,0.07142857142857142,0.0003333333333333333,0.003943333333333333
27,42000,RENT,6.0,DEBTCONSOLIDATION,3000,10.99,0,0.07,Y,7,18-30,small,low-middle,0.07142857142857142,0.002,0.0036633333333333335
27,85000,MORTGAGE,8.0,VENTURE,7500,10.99,0,0.09,N,10,18-30,medium,middle,0.08823529411764706,0.0010666666666666667,0.0014653333333333335
33,85000,MORTGAGE,12.0,HOMEIMPROVEMENT,8000,7.14,0,0.09,N,8,30-40,medium,middle,0.09411764705882353,0.0015,0.0008925
33,62050,MORTGAGE,17.0,MEDICAL,20000,10.99,1,0.27,Y,8,30-40,very large,middle,0.32232070910556004,0.00085,0.0005495
27,85000,MORTGAGE,6.0,HOMEIMPROVEMENT,5500,11.36,0,0.06,N,9,18-30,medium,middle,0.06470588235294118,0.001090909090909091,0.0020654545454545452
31,73000,MORTGAGE,4.0,HOMEIMPROVEMENT,16000,19.41,1,0.22,Y,6,30-40,very large,middle,0.2191780821917808,0.00025,0.001213125
32,73000,MORTGAGE,7.0,PERSONAL,4750,13.11,1,0.07,Y,9,30-40,small,middle,0.06506849315068493,0.0014736842105263158,0.00276
29,85000,MORTGAGE,2.0,HOMEIMPROVEMENT,10000,7.88,0,0.12,N,10,18-30,medium,middle,0.11764705882352941,0.0002,0.000788
28,42996,RENT,4.0,EDUCATION,3000,7.68,0,0.07,N,6,18-30,small,low-middle,0.06977393245883338,0.0013333333333333333,0.0025599999999999998
32,85000,MORTGAGE,16.0,PERSONAL,10000,7.74,0,0.12,N,8,30-40,medium,middle,0.11764705882352941,0.0016,0.0007740000000000001
28,85000,MORTGAGE,12.0,MEDICAL,18000,12.53,0,0.21,N,10,18-30,very large,middle,0.21176470588235294,0.0006666666666666666,0.0006961111111111111
28,75000,RENT,0.0,EDUCATION,12000,6.03,0,0.16,N,6,18-30,large,middle,0.16,0.0,0.0005025
28,36928,OWN,2.0,MEDICAL,7800,15.58,0,0.21,Y,9,18-30,medium,low-middle,0.2112218370883882,0.0002564102564102564,0.0019974358974358974
31,73000,MORTGAGE,9.0,DEBTCONSOLIDATION,18000,17.39,1,0.25,Y,10,30-40,very large,middle,0.2465753424657534,0.0005,0.0009661111111111112
27,75000,RENT,3.0,VENTURE,12000,11.49,0,0.16,N,5,18-30,large,middle,0.16,0.00025,0.0009575
27,85000,OWN,10.0,VENTURE,19000,13.92,0,0.22,N,5,18-30,very large,middle,0.2235294117647059,0.0005263157894736842,0.0007326315789473684
34,75000,RENT,2.0,VENTURE,12000,7.29,0,0.16,N,8,30-40,large,middle,0.16,0.00016666666666666666,0.0006075
28,85000,MORTGAGE,3.0,DEBTCONSOLIDATION,7000,8.59,0,0.08,N,5,18-30,medium,middle,0.08235294117647059,0.00042857142857142855,0.0012271428571428572
28,69000,RENT,1.0,VENTURE,12000,14.46,1,0.17,N,9,18-30,large,middle,0.17391304347826086,8.333333333333333e-05,0.0012050000000000001
27,85000,MORTGAGE,7.0,EDUCATION,10400,13.16,0,0.12,Y,6,18-30,large,middle,0.1223529411764706,0.000673076923076923,0.0012653846153846155
33,75000,RENT,0.0,MEDICAL,12000,7.88,0,0.16,N,10,30-40,large,middle,0.16,0.0,0.0006566666666666666
27,75000,RENT,6.0,HOMEIMPROVEMENT,12000,10.99,0,0.16,N,10,18-30,large,middle,0.16,0.0005,0.0009158333333333334
30,85000,MORTGAGE,2.0,EDUCATION,25000,12.84,0,0.29,Y,8,30-40,very large,middle,0.29411764705882354,8e-05,0.0005136
35,69000,RENT,1.0,EDUCATION,12000,11.26,1,0.17,N,5,30-40,large,middle,0.17391304347826086,8.333333333333333e-05,0.0009383333333333333
28,75000,RENT,1.0,HOMEIMPROVEMENT,12000,9.63,0,0.16,N,7,18-30,large,middle,0.16,8.333333333333333e-05,0.0008025
31,85000,MORTGAGE,14.0,DEBTCONSOLIDATION,10400,9.32,0,0.12,N,10,30-40,large,middle,0.1223529411764706,0.001346153846153846,0.0008961538461538462
35,85000,MORTGAGE,0.0,EDUCATION,20000,12.21,0,0.24,N,10,30-40,very large,middle,0.23529411764705882,0.0,0.0006105
31,85000,OTHER,4.0,HOMEIMPROVEMENT,16000,11.89,0,0.19,N,10,30-40,very large,middle,0.18823529411764706,0.00025,0.0007431250000000001
29,85000,MORTGAGE,0.0,VENTURE,10000,16.63,0,0.12,N,8,18-30,medium,middle,0.11764705882352941,0.0,0.001663
34,85000,MORTGAGE,19.0,EDUCATION,8500,14.42,0,0.1,Y,8,30-40,medium,middle,0.1,0.002235294117647059,0.001696470588235294
30,76000,RENT,3.0,DEBTCONSOLIDATION,12000,10.99,0,0.16,N,10,30-40,large,middle,0.15789473684210525,0.00025,0.0009158333333333334
29,76663,RENT,9.0,EDUCATION,12000,10.99,0,0.16,N,9,18-30,large,middle,0.15652922531077573,0.00075,0.0009158333333333334
28,78000,RENT,5.0,VENTURE,12000,10.62,0,0.15,N,10,18-30,large,middle,0.15384615384615385,0.0004166666666666667,0.0008849999999999999
29,73000,MORTGAGE,6.0,EDUCATION,21000,13.36,1,0.29,Y,7,18-30,very large,middle,0.2876712328767123,0.00028571428571428574,0.0006361904761904762
28,36400,OWN,3.0,PERSONAL,7000,11.11,0,0.19,N,9,18-30,medium,low-middle,0.19230769230769232,0.00042857142857142855,0.001587142857142857
30,80000,RENT,7.0,VENTURE,12000,8.9,0,0.15,N,10,30-40,large,middle,0.15,0.0005833333333333334,0.0007416666666666667
32,85000,MORTGAGE,1.0,HOMEIMPROVEMENT,7500,10.78,0,0.09,N,10,30-40,medium,middle,0.08823529411764706,0.00013333333333333334,0.0014373333333333332
28,85100,MORTGAGE,12.0,EDUCATION,8000,7.51,0,0.09,N,8,18-30,medium,middle,0.09400705052878966,0.0015,0.00093875
27,80000,RENT,3.0,EDUCATION,12000,17.58,0,0.15,N,7,18-30,large,middle,0.15,0.00025,0.001465
29,85200,MORTGAGE,5.0,MEDICAL,8900,10.99,0,0.1,Y,6,18-30,medium,middle,0.10446009389671361,0.0005617977528089888,0.0012348314606741573
31,85224,OWN,15.0,PERSONAL,6000,10.0,0,0.07,N,9,30-40,medium,middle,0.07040270346381301,0.0025,0.0016666666666666668
32,80000,RENT,3.0,HOMEIMPROVEMENT,12000,6.62,0,0.15,N,10,30-40,large,middle,0.15,0.00025,0.0005516666666666667
31,80000,RENT,15.0,DEBTCONSOLIDATION,12000,5.79,0,0.15,N,5,30-40,large,middle,0.15,0.00125,0.0004825
29,85500,MORTGAGE,3.0,EDUCATION,9500,10.99,0,0.11,N,9,18-30,medium,middle,0.1111111111111111,0.00031578947368421053,0.001156842105263158
30,85634,MORTGAGE,4.0,PERSONAL,14000,7.66,0,0.16,N,8,30-40,large,middle,0.16348646565616462,0.00028571428571428574,0.0005471428571428572
27,73680,MORTGAGE,11.0,DEBTCONSOLIDATION,10000,17.93,1,0.14,Y,6,18-30,medium,middle,0.13572204125950055,0.0011,0.0017929999999999999
34,85800,OWN,11.0,VENTURE,5000,7.4,0,0.06,N,6,30-40,small,middle,0.05827505827505827,0.0022,0.00148
27,62900,RENT,3.0,MEDICAL,12000,15.95,1,0.16,N,9,18-30,large,middle,0.1907790143084261,0.00025,0.0013291666666666666
32,74000,MORTGAGE,16.0,EDUCATION,13650,12.42,1,0.18,N,10,30-40,large,middle,0.18445945945945946,0.0011721611721611722,0.0009098901098901099
29,86000,MORTGAGE,5.0,PERSONAL,14000,14.27,0,0.16,N,9,18-30,large,middle,0.16279069767441862,0.00035714285714285714,0.0010192857142857143
30,36000,OWN,6.0,MEDICAL,10000,12.69,0,0.28,N,10,30-40,medium,low-middle,0.2777777777777778,0.0006,0.001269
32,86000,MORTGAGE,4.0,MEDICAL,10800,12.42,0,0.13,N,7,30-40,large,middle,0.12558139534883722,0.00037037037037037035,0.00115
32,86000,MORTGAGE,4.0,MEDICAL,8400,6.62,0,0.1,N,8,30-40,medium,middle,0.09767441860465116,0.0004761904761904762,0.0007880952380952381
35,86000,OWN,5.0,MEDICAL,18000,10.99,0,0.21,N,6,30-40,very large,middle,0.20930232558139536,0.0002777777777777778,0.0006105555555555556
31,80400,RENT,0.0,DEBTCONSOLIDATION,12000,7.29,0,0.15,N,10,30-40,large,middle,0.14925373134328357,0.0,0.0006075
28,86000,MORTGAGE,12.0,PERSONAL,15600,5.99,0,0.18,N,7,18-30,very large,middle,0.1813953488372093,0.0007692307692307692,0.000383974358974359
33,86000,MORTGAGE,5.0,VENTURE,15000,16.49,0,0.17,Y,9,30-40,large,middle,0.1744186046511628,0.0003333333333333333,0.0010993333333333332
27,86000,MORTGAGE,6.0,HOMEIMPROVEMENT,4500,10.37,0,0.05,N,6,18-30,small,middle,0.05232558139534884,0.0013333333333333333,0.0023044444444444445
29,86000,MORTGAGE,9.0,DEBTCONSOLIDATION,8400,10.99,0,0.1,N,10,18-30,medium,middle,0.09767441860465116,0.0010714285714285715,0.0013083333333333334
27,81193,RENT,2.0,DEBTCONSOLIDATION,12000,10.71,0,0.15,N,6,18-30,large,middle,0.14779599226534307,0.00016666666666666666,0.0008925000000000001
35,86000,MORTGAGE,19.0,MEDICAL,20000,6.54,0,0.23,N,10,30-40,very large,middle,0.23255813953488372,0.00095,0.000327
28,86000,MORTGAGE,6.0,PERSONAL,2650,13.23,0,0.03,Y,5,18-30,small,middle,0.030813953488372094,0.0022641509433962265,0.00499245283018868
28,86000,MORTGAGE,12.0,EDUCATION,15000,10.62,0,0.17,N,10,18-30,large,middle,0.1744186046511628,0.0008,0.000708
31,83000,RENT,2.0,PERSONAL,12000,12.42,0,0.14,N,7,30-40,large,middle,0.14457831325301204,0.00016666666666666666,0.001035
30,86000,MORTGAGE,7.0,DEBTCONSOLIDATION,10000,10.99,0,0.12,N,10,30-40,medium,middle,0.11627906976744186,0.0007,0.001099
27,74000,MORTGAGE,3.0,PERSONAL,25000,11.46,1,0.34,N,5,18-30,very large,middle,0.33783783783783783,0.00012,0.00045840000000000003
28,84000,RENT,1.0,PERSONAL,12000,11.71,0,0.14,N,8,18-30,large,middle,0.14285714285714285,8.333333333333333e-05,0.0009758333333333334
31,86004,OWN,8.0,VENTURE,2000,10.74,0,0.02,N,6,30-40,small,middle,0.023254732338030788,0.004,0.00537
28,86004,MORTGAGE,12.0,VENTURE,3000,9.99,0,0.03,N,5,18-30,small,middle,0.03488209850704618,0.004,0.00333
32,86004,MORTGAGE,16.0,DEBTCONSOLIDATION,8000,5.79,0,0.09,N,5,30-40,medium,middle,0.09301892935212315,0.002,0.00072375
27,86004,MORTGAGE,8.0,HOMEIMPROVEMENT,16000,14.42,0,0.19,N,6,18-30,very large,middle,0.1860378587042463,0.0005,0.00090125
29,86028,MORTGAGE,4.0,HOMEIMPROVEMENT,25000,16.82,0,0.29,N,9,18-30,very large,middle,0.2906030594690101,0.00016,0.0006728
34,86100,MORTGAGE,5.0,VENTURE,18000,6.99,0,0.21,N,5,30-40,very large,middle,0.20905923344947736,0.0002777777777777778,0.00038833333333333336
28,86304,MORTGAGE,12.0,DEBTCONSOLIDATION,6000,5.79,0,0.07,N,10,18-30,medium,middle,0.06952169076751946,0.002,0.000965
27,86399,MORTGAGE,7.0,PERSONAL,2250,10.99,0,0.03,N,6,18-30,small,middle,0.02604196807833424,0.003111111111111111,0.004884444444444445
32,86400,MORTGAGE,16.0,MEDICAL,8000,6.03,0,0.09,N,10,30-40,medium,middle,0.09259259259259259,0.002,0.0007537500000000001
28,86400,MORTGAGE,4.0,DEBTCONSOLIDATION,5000,7.9,0,0.06,N,8,18-30,small,middle,0.05787037037037037,0.0008,0.00158
27,84000,RENT,7.0,VENTURE,12000,13.16,0,0.14,Y,5,18-30,large,middle,0.14285714285714285,0.0005833333333333334,0.0010966666666666666
30,84300,RENT,4.0,PERSONAL,12000,8.88,0,0.14,N,7,30-40,large,middle,0.1423487544483986,0.0003333333333333333,0.0007400000000000001
29,86400,MORTGAGE,12.0,PERSONAL,8000,12.99,0,0.09,N,8,18-30,medium,middle,0.09259259259259259,0.0015,0.00162375
27,85000,RENT,2.0,PERSONAL,12000,9.91,0,0.14,N,7,18-30,large,middle,0.1411764705882353,0.00016666666666666666,0.0008258333333333334
28,86400,MORTGAGE,0.0,EDUCATION,16000,14.09,0,0.19,Y,6,18-30,very large,middle,0.18518518518518517,0.0,0.000880625
28,86400,MORTGAGE,0.0,EDUCATION,5000,5.79,0,0.06,N,5,18-30,small,middle,0.05787037037037037,0.0,0.001158
27,74400,MORTGAGE,11.0,DEBTCONSOLIDATION,10000,16.0,1,0.13,Y,6,18-30,medium,middle,0.13440860215053763,0.0011,0.0016
31,85000,RENT,5.0,PERSONAL,12000,15.27,0,0.14,N,8,30-40,large,middle,0.1411764705882353,0.0004166666666666667,0.0012725
31,86500,OWN,0.0,VENTURE,25000,13.57,0,0.29,N,9,30-40,very large,middle,0.28901734104046245,0.0,0.0005428
27,86625,MORTGAGE,3.0,HOMEIMPROVEMENT,14825,10.99,0,0.17,N,9,18-30,large,middle,0.17113997113997115,0.00020236087689713323,0.0007413153456998314
27,74700,MORTGAGE,7.0,HOMEIMPROVEMENT,5000,11.49,1,0.07,N,6,18-30,small,middle,0.06693440428380187,0.0014,0.002298
30,86706,MORTGAGE,6.0,MEDICAL,8500,6.62,0,0.1,N,10,30-40,medium,middle,0.09803243143496414,0.0007058823529411765,0.0007788235294117647
32,86800,MORTGAGE,6.0,HOMEIMPROVEMENT,2800,7.88,0,0.03,N,9,30-40,small,middle,0.03225806451612903,0.002142857142857143,0.002814285714285714
30,85000,RENT,2.0,HOMEIMPROVEMENT,12000,10.99,0,0.14,N,6,30-40,large,middle,0.1411764705882353,0.00016666666666666666,0.0009158333333333334
27,86875,MORTGAGE,5.0,VENTURE,8000,10.59,0,0.09,N,10,18-30,medium,middle,0.0920863309352518,0.000625,0.00132375
27,75000,MORTGAGE,11.0,EDUCATION,12000,9.91,1,0.16,N,10,18-30,large,middle,0.16,0.0009166666666666666,0.0008258333333333334
28,75000,MORTGAGE,11.0,PERSONAL,3000,7.9,1,0.04,N,8,18-30,small,middle,0.04,0.0036666666666666666,0.0026333333333333334
30,73000,RENT,4.0,VENTURE,12000,14.26,1,0.16,Y,5,30-40,large,middle,0.1643835616438356,0.0003333333333333333,0.0011883333333333333
29,87000,MORTGAGE,4.0,HOMEIMPROVEMENT,15000,10.99,0,0.17,N,5,18-30,large,middle,0.1724137931034483,0.0002666666666666667,0.0007326666666666667
27,86000,RENT,4.0,EDUCATION,12000,7.51,0,0.14,N,8,18-30,large,middle,0.13953488372093023,0.0003333333333333333,0.0006258333333333333
32,86496,RENT,6.0,HOMEIMPROVEMENT,12000,11.71,0,0.14,N,9,30-40,large,middle,0.13873473917869034,0.0005,0.0009758333333333334
33,87000,MORTGAGE,17.0,VENTURE,9000,17.93,0,0.1,Y,7,30-40,medium,middle,0.10344827586206896,0.001888888888888889,0.001992222222222222
28,36000,OWN,0.0,EDUCATION,2350,12.99,0,0.07,Y,5,18-30,small,low-middle,0.06527777777777778,0.0,0.005527659574468085
30,36000,OWN,14.0,HOMEIMPROVEMENT,4000,13.49,0,0.11,N,10,30-40,small,low-middle,0.1111111111111111,0.0035,0.0033725
33,87000,MORTGAGE,1.0,EDUCATION,5000,14.96,0,0.06,Y,9,30-40,small,middle,0.05747126436781609,0.0002,0.0029920000000000003
29,88000,RENT,6.0,EDUCATION,12000,12.53,0,0.14,N,5,18-30,large,middle,0.13636363636363635,0.0005,0.0010441666666666666
31,36000,OWN,15.0,VENTURE,5000,6.99,0,0.14,N,9,30-40,small,low-middle,0.1388888888888889,0.003,0.001398
28,88365,RENT,9.0,EDUCATION,12000,16.29,0,0.14,N,6,18-30,large,middle,0.135800373451027,0.00075,0.0013575
31,87000,OWN,7.0,HOMEIMPROVEMENT,15000,13.11,0,0.17,Y,8,30-40,large,middle,0.1724137931034483,0.00046666666666666666,0.000874
27,87000,MORTGAGE,11.0,VENTURE,21125,13.92,0,0.24,N,5,18-30,very large,middle,0.24281609195402298,0.0005207100591715976,0.0006589349112426035
32,87000,MORTGAGE,8.0,MEDICAL,24800,12.53,0,0.29,N,5,30-40,very large,middle,0.2850574712643678,0.0003225806451612903,0.000505241935483871
29,87000,MORTGAGE,6.0,VENTURE,4800,8.94,0,0.06,N,5,18-30,small,middle,0.05517241379310345,0.00125,0.0018624999999999998
32,36000,OWN,3.0,EDUCATION,5000,10.0,0,0.14,N,6,30-40,small,low-middle,0.1388888888888889,0.0006,0.002
27,87000,MORTGAGE,2.0,VENTURE,7200,9.63,0,0.08,N,6,18-30,medium,middle,0.08275862068965517,0.0002777777777777778,0.0013375000000000001
30,36000,OWN,5.0,VENTURE,4800,10.99,0,0.13,N,6,30-40,small,low-middle,0.13333333333333333,0.0010416666666666667,0.0022895833333333336
29,89000,RENT,3.0,PERSONAL,12000,7.29,0,0.13,N,5,18-30,large,middle,0.1348314606741573,0.00025,0.0006075
32,89000,RENT,0.0,MEDICAL,12000,8.94,0,0.13,N,6,30-40,large,middle,0.1348314606741573,0.0,0.000745
28,90000,RENT,12.0,MEDICAL,12000,14.65,0,0.13,N,7,18-30,large,middle,0.13333333333333333,0.001,0.0012208333333333333
30,75000,MORTGAGE,9.0,HOMEIMPROVEMENT,14000,13.79,1,0.19,N,8,30-40,large,middle,0.18666666666666668,0.0006428571428571428,0.000985
33,90000,RENT,0.0,DEBTCONSOLIDATION,12000,6.03,0,0.13,N,6,30-40,large,middle,0.13333333333333333,0.0,0.0005025
33,87120,MORTGAGE,10.0,PERSONAL,2850,7.51,0,0.03,N,7,30-40,small,middle,0.03271349862258953,0.0035087719298245615,0.0026350877192982455
29,87204,MORTGAGE,7.0,MEDICAL,10000,9.32,0,0.11,N,8,18-30,medium,middle,0.11467363882390716,0.0007,0.000932
34,87360,MORTGAGE,11.0,PERSONAL,12000,11.11,0,0.14,N,5,30-40,large,middle,0.13736263736263737,0.0009166666666666666,0.0009258333333333333
27,87360,MORTGAGE,4.0,HOMEIMPROVEMENT,7000,10.36,0,0.08,N,6,18-30,medium,middle,0.08012820512820513,0.0005714285714285715,0.00148
29,90000,RENT,4.0,VENTURE,12000,10.74,0,0.13,N,10,18-30,large,middle,0.13333333333333333,0.0003333333333333333,0.0008950000000000001
31,87504,MORTGAGE,14.0,MEDICAL,12650,8.9,0,0.14,N,10,30-40,large,middle,0.1445648198939477,0.0011067193675889327,0.0007035573122529644
28,87504,MORTGAGE,2.0,PERSONAL,12000,15.21,0,0.14,Y,10,18-30,large,middle,0.13713658804168952,0.00016666666666666666,0.0012675
30,87580,OWN,15.0,MEDICAL,4700,10.99,0,0.05,N,7,30-40,small,middle,0.053665220369947475,0.0031914893617021275,0.0023382978723404256
28,87600,OWN,12.0,VENTURE,12000,12.99,0,0.14,N,6,18-30,large,middle,0.136986301369863,0.001,0.0010825
34,87600,MORTGAGE,15.0,EDUCATION,15000,8.49,0,0.17,N,6,30-40,large,middle,0.17123287671232876,0.001,0.000566
29,87600,MORTGAGE,4.0,PERSONAL,12000,11.49,0,0.14,N,8,18-30,large,middle,0.136986301369863,0.0003333333333333333,0.0009575
35,90000,RENT,0.0,DEBTCONSOLIDATION,12000,10.99,0,0.13,N,6,30-40,large,middle,0.13333333333333333,0.0,0.0009158333333333334
32,90000,RENT,2.0,MEDICAL,12000,10.62,0,0.13,N,5,30-40,large,middle,0.13333333333333333,0.00016666666666666666,0.0008849999999999999
33,87895,MORTGAGE,4.0,DEBTCONSOLIDATION,2800,7.14,0,0.03,N,9,30-40,small,middle,0.0318561920473292,0.0014285714285714286,0.0025499999999999997
28,87950,MORTGAGE,12.0,PERSONAL,24000,10.75,0,0.27,N,7,18-30,very large,middle,0.27288231949971575,0.0005,0.00044791666666666667
27,87988,MORTGAGE,5.0,DEBTCONSOLIDATION,20000,12.84,0,0.23,Y,10,18-30,very large,middle,0.2273037232349866,0.00025,0.000642
31,88000,MORTGAGE,11.0,VENTURE,14000,17.58,0,0.16,N,7,30-40,large,middle,0.1590909090909091,0.0007857142857142857,0.0012557142857142856
31,76000,MORTGAGE,9.0,EDUCATION,12000,15.96,1,0.16,N,5,30-40,large,middle,0.15789473684210525,0.00075,0.00133
27,88000,MORTGAGE,4.0,VENTURE,14000,12.42,0,0.16,N,10,18-30,large,middle,0.1590909090909091,0.00028571428571428574,0.0008871428571428572
35,88000,MORTGAGE,18.0,MEDICAL,9800,12.69,0,0.11,N,10,30-40,medium,middle,0.11136363636363636,0.001836734693877551,0.0012948979591836734
30,90000,RENT,3.0,MEDICAL,12000,12.29,0,0.13,N,5,30-40,large,middle,0.13333333333333333,0.00025,0.0010241666666666665
29,90444,RENT,13.0,MEDICAL,12000,7.14,0,0.13,N,8,18-30,large,middle,0.1326787846623325,0.0010833333333333333,0.0005949999999999999
34,91200,RENT,5.0,MEDICAL,12000,6.92,0,0.13,N,7,30-40,large,middle,0.13157894736842105,0.0004166666666666667,0.0005766666666666666
27,88000,MORTGAGE,8.0,PERSONAL,14400,11.71,0,0.16,N,6,18-30,large,middle,0.16363636363636364,0.0005555555555555556,0.0008131944444444445
30,64600,MORTGAGE,8.0,MEDICAL,8000,15.99,1,0.11,Y,6,30-40,medium,middle,0.1238390092879257,0.001,0.00199875
27,93000,RENT,11.0,HOMEIMPROVEMENT,12000,8.9,0,0.13,N,8,18-30,large,middle,0.12903225806451613,0.0009166666666666666,0.0007416666666666667
35,93000,RENT,0.0,EDUCATION,12000,9.99,0,0.13,N,5,30-40,large,middle,0.12903225806451613,0.0,0.0008325
31,94140,RENT,5.0,VENTURE,12000,14.91,0,0.13,Y,8,30-40,large,middle,0.12746972594008923,0.0004166666666666667,0.0012425000000000001
29,76000,MORTGAGE,4.0,HOMEIMPROVEMENT,20000,10.99,1,0.26,Y,8,18-30,very large,middle,0.2631578947368421,0.0002,0.0005495
29,88000,MORTGAGE,3.0,DEBTCONSOLIDATION,15000,13.85,0,0.17,Y,6,18-30,large,middle,0.17045454545454544,0.0002,0.0009233333333333333
27,88000,OWN,11.0,HOMEIMPROVEMENT,3500,13.57,0,0.04,Y,8,18-30,small,middle,0.03977272727272727,0.003142857142857143,0.003877142857142857
28,76000,MORTGAGE,12.0,HOMEIMPROVEMENT,5000,8.94,1,0.07,N,5,18-30,small,middle,0.06578947368421052,0.0024,0.0017879999999999999
31,95004,RENT,1.0,DEBTCONSOLIDATION,12000,10.75,0,0.13,N,5,30-40,large,middle,0.12631047113805735,8.333333333333333e-05,0.0008958333333333333
27,95500,RENT,1.0,EDUCATION,12000,11.11,0,0.13,N,6,18-30,large,middle,0.1256544502617801,8.333333333333333e-05,0.0009258333333333333
31,76000,MORTGAGE,5.0,PERSONAL,5000,12.41,1,0.07,Y,9,30-40,small,middle,0.06578947368421052,0.001,0.002482
31,88000,MORTGAGE,10.0,DEBTCONSOLIDATION,7000,9.2,0,0.08,N,10,30-40,medium,middle,0.07954545454545454,0.0014285714285714286,0.0013142857142857142
30,96000,RENT,11.0,EDUCATION,12000,13.23,0,0.13,N,10,30-40,large,middle,0.125,0.0009166666666666666,0.0011025
